评论ID,用户ID,评论内容,时间,日期,平台,点赞数,评论数,转发数
comment_001861,user_00727,这个争议平淡，没什么特别的。,2025-07-30 07:33:59,2025-07-30,美拍,326,120,28
comment_005718,user_00746,这个操作一般化，可用但不常用。,2025-07-30 08:56:07,2025-07-30,美拍,112,52,8
comment_001329,user_00946,这个这个假设一般般，没什么感觉。,2025-07-30 11:51:40,2025-07-30,豆瓣,97,14,27
comment_003774,user_00961,今天天气太差劲了，影响了计划。,2025-07-30 13:53:45,2025-07-30,百度贴吧,52,5,15
comment_003327,user_00024,培训服务中规中矩，基本满足需求。,2025-07-30 14:31:22,2025-07-30,知乎,369,36,93
comment_002619,user_00792,这个颁奖典礼很优秀，单曲循环了。,2025-07-30 16:55:44,2025-07-30,微博,141,29,21
comment_004047,user_00732,星巴克的服务很糟，太差劲了。,2025-07-30 18:11:23,2025-07-30,小红书,94,19,19
comment_000760,user_00137,毕业礼物很惊艳，收到很开心。,2025-07-30 18:38:41,2025-07-30,映客,587,53,102
comment_004152,user_00417,维修服务很开心，五星好评！,2025-07-30 19:03:46,2025-07-30,小红书,611,290,69
comment_002575,user_00669,这个产品真的很棒，很出色！,2025-07-30 21:43:13,2025-07-30,今日头条,226,9,5
comment_000418,user_00040,生了宝宝很失望，浪费时间。,2025-07-30 22:30:32,2025-07-30,火山小视频,19,8,0
comment_004972,user_00667,这个这个提议很棒，很有创意。,2025-07-30 23:23:02,2025-07-30,芒果TV,530,164,64
comment_001853,user_00671,这个海滩很生气，下次不会来了。,2025-07-31 02:52:20,2025-07-31,秒拍,44,15,6
comment_001885,user_00397,这个解谜游戏很赞，玩得很尽兴。,2025-07-31 04:38:44,2025-07-31,豆瓣,686,142,212
comment_001272,user_00317,这部动画片很惊艳，看得很开心。,2025-07-31 08:09:29,2025-07-31,美拍,302,138,68
comment_005635,user_00130,新的冰箱很糟，性价比很低。,2025-07-31 08:32:59,2025-07-31,西瓜视频,33,14,4
comment_005192,user_00353,节日礼物很赞，收到很开心。,2025-07-31 08:55:13,2025-07-31,百度贴吧,610,194,102
comment_004470,user_00490,这部电影寻常，没什么印象。,2025-07-31 10:47:24,2025-07-31,微博,287,28,46
comment_001379,user_00532,生了宝宝很满意，很有意义。,2025-07-31 12:07:41,2025-07-31,映客,185,30,53
comment_004642,user_00992,今天去了图书馆，一切正常。,2025-07-31 14:33:14,2025-07-31,百度贴吧,147,1,24
comment_000468,user_00394,这位企业家太很惊艳了，支持！,2025-07-31 15:56:59,2025-07-31,百度贴吧,994,323,56
comment_003146,user_00835,这个游戏软件寻常，能用但有缺陷。,2025-07-31 16:11:29,2025-07-31,腾讯视频,247,44,13
comment_003190,user_00467,这个赛车游戏普通，玩了但没上瘾。,2025-07-31 17:14:16,2025-07-31,西瓜视频,306,35,31
comment_001103,user_00488,今天的韩餐很优秀，推荐大家尝试。,2025-07-31 17:42:22,2025-07-31,映客,558,114,167
comment_001093,user_00302,这个事件一般，没什么特别的。,2025-07-31 18:44:20,2025-07-31,B站,144,35,32
comment_005315,user_00457,这个体育游戏太差劲了，玩得很生气。,2025-07-31 19:09:26,2025-07-31,腾讯视频,97,1,21
comment_004917,user_00420,这个组合中规中矩，听过就忘了。,2025-07-31 20:25:18,2025-07-31,微信,349,11,101
comment_000452,user_00305,今天天气没什么特别，不影响计划。,2025-07-31 20:34:09,2025-07-31,知乎,367,164,120
comment_005688,user_00233,新的手表很惊艳，性价比很高。,2025-07-31 23:17:22,2025-07-31,爱奇艺,729,133,151
comment_000335,user_00358,这款主机游戏很失望，玩得很生气。,2025-08-01 01:41:16,2025-08-01,B站,82,34,17
comment_005740,user_00880,这个性价比很失望，没解决我的问题。,2025-08-01 02:37:36,2025-08-01,快手,72,14,21
comment_005327,user_00820,这个速度很完美，解决了我的问题。,2025-08-01 02:59:02,2025-08-01,映客,373,107,96
comment_003108,user_00746,这个产品真的很差，太差劲了！,2025-08-01 03:09:54,2025-08-01,映客,20,8,5
comment_005073,user_00204,这个这个策略很惊艳，很有创意。,2025-08-01 08:18:09,2025-08-01,百度贴吧,331,29,68
comment_000498,user_00760,退休礼物很出色，收到很开心。,2025-08-01 09:10:58,2025-08-01,美拍,652,314,110
comment_004372,user_00403,这个产品真的很差，很差！,2025-08-01 11:40:50,2025-08-01,百度贴吧,87,6,21
comment_004379,user_00934,今天天气一般，不影响计划。,2025-08-01 17:32:39,2025-08-01,微博,306,138,52
comment_005000,user_00862,这个这个概念一般化，没什么感觉。,2025-08-01 18:02:13,2025-08-01,美拍,75,22,25
comment_000364,user_00570,这个重量很惊艳，解决了我的问题。,2025-08-01 21:30:06,2025-08-01,火山小视频,967,437,294
comment_001489,user_00748,这个提醒普通，没什么特别的。,2025-08-02 03:36:14,2025-08-02,抖音,200,50,22
comment_004504,user_00732,这个产品真的很棒，很完美！,2025-08-02 03:43:24,2025-08-02,西瓜视频,683,88,164
comment_004342,user_00003,找到了工作很不爽，浪费时间。,2025-08-02 04:02:47,2025-08-02,知乎,63,13,7
comment_000531,user_00926,生日礼物普通，收了但没惊喜。,2025-08-02 07:20:32,2025-08-02,西瓜视频,168,84,11
comment_002230,user_00555,今天玩了游戏，很糟糕，很失望。,2025-08-02 07:28:40,2025-08-02,美拍,43,6,11
comment_000872,user_00898,拼多多的服务普通，中规中矩。,2025-08-02 08:44:38,2025-08-02,小咖秀,87,27,29
comment_000333,user_00344,这部电影很糟，看得很无聊。,2025-08-02 12:28:39,2025-08-02,小红书,75,28,17
comment_000936,user_00610,这本散文平平，可读可不读。,2025-08-02 13:01:08,2025-08-02,小咖秀,114,26,35
comment_001766,user_00887,这个流行歌很糟心，听了一遍就不想再听。,2025-08-02 13:05:29,2025-08-02,微信,40,17,5
comment_003595,user_00352,客服服务很讨厌，一星差评！,2025-08-02 13:57:43,2025-08-02,美拍,91,27,3
comment_002973,user_00824,今天天气很满意，适合参加了聚会。,2025-08-02 16:01:58,2025-08-02,抖音,898,350,168
comment_000754,user_00815,这个协会寻常，表现平平。,2025-08-02 17:39:53,2025-08-02,豆瓣,497,54,95
comment_005097,user_00477,这个速度很开心，解决了我的问题。,2025-08-02 21:27:45,2025-08-02,映客,176,35,36
comment_000576,user_00800,这个小游戏普通，玩了但没上瘾。,2025-08-02 22:48:46,2025-08-02,美拍,359,121,82
comment_003371,user_00844,这个消息一般，没什么特别的。,2025-08-02 22:54:13,2025-08-02,微博,62,20,10
comment_004816,user_00834,奖品一般，收了但没惊喜。,2025-08-02 23:07:55,2025-08-02,知乎,106,36,20
comment_002731,user_00642,今天吃了火锅，一切正常。,2025-08-02 23:56:39,2025-08-02,映客,111,43,3
comment_003412,user_00070,这首歌太差劲了，听了一遍就不想再听。,2025-08-03 03:06:21,2025-08-03,优酷,79,38,8
comment_001912,user_00768,这个这个概念很无聊，很糟糕。,2025-08-03 06:49:46,2025-08-03,秒拍,90,7,19
comment_004550,user_00641,这个平台很出色，体验很好。,2025-08-03 09:05:52,2025-08-03,今日头条,298,66,11
comment_001179,user_00208,这个警报一般，没什么特别的。,2025-08-03 09:28:01,2025-08-03,知乎,197,28,60
comment_004812,user_00035,获得了奖项了，没什么特别的感觉。,2025-08-03 09:51:12,2025-08-03,芒果TV,203,90,42
comment_001058,user_00643,这部青春片很糟，看得很无聊。,2025-08-03 11:06:00,2025-08-03,豆瓣,88,30,13
comment_002183,user_00920,这个重量一般，可用但不常用。,2025-08-03 11:34:52,2025-08-03,映客,387,162,78
comment_001935,user_00786,获得了奖项很满意，很有意义。,2025-08-03 12:00:06,2025-08-03,腾讯视频,225,63,55
comment_004166,user_00562,这个产品真的很棒，很满意！,2025-08-03 16:42:04,2025-08-03,美拍,447,198,1
comment_004635,user_00569,这个海滩很给力，下次还要来。,2025-08-03 16:44:36,2025-08-03,快手,904,92,42
comment_005375,user_00173,这个材质很给力，解决了我的问题。,2025-08-03 17:39:16,2025-08-03,秒拍,346,104,29
comment_004084,user_00305,这个医生太很惊艳了，支持！,2025-08-03 20:23:36,2025-08-03,西瓜视频,987,255,238
comment_005441,user_00356,这位医生太很讨厌了，很失望。,2025-08-03 21:10:05,2025-08-03,快手,68,2,17
comment_002861,user_00481,这个模拟游戏一般般，玩了但没上瘾。,2025-08-03 21:10:57,2025-08-03,抖音,77,1,18
comment_003799,user_00364,这部家庭片很失望，看得很无聊。,2025-08-03 23:42:05,2025-08-03,快手,89,30,9
comment_003638,user_00619,这个组织没什么特别，表现平平。,2025-08-04 00:39:30,2025-08-04,抖音,398,3,112
comment_003585,user_00857,这款手游很给力，玩得很尽兴。,2025-08-04 01:22:34,2025-08-04,微博,971,195,79
comment_001217,user_00044,这个产品真的很棒，很优秀！,2025-08-04 06:10:18,2025-08-04,今日头条,257,110,17
comment_000448,user_00999,终于升职了了，结果很不爽！,2025-08-04 06:58:38,2025-08-04,秒拍,63,3,2
comment_000127,user_00948,阿里的服务很棒，很满意。,2025-08-04 08:47:27,2025-08-04,百度贴吧,399,175,121
comment_005789,user_00453,这部古装剧很讨厌，看得很无聊。,2025-08-04 09:48:26,2025-08-04,今日头条,71,7,15
comment_003158,user_00559,这本哲学书很糟糕，不值得读。,2025-08-04 13:14:17,2025-08-04,B站,16,1,1
comment_004309,user_00291,这部喜剧片很开心，看得很开心。,2025-08-04 15:02:47,2025-08-04,爱奇艺,932,140,93
comment_005673,user_00882,尝试了新事物很好，很有意义。,2025-08-04 18:45:22,2025-08-04,B站,927,55,99
comment_000236,user_00897,这个这个计划一般般，没什么感觉。,2025-08-04 19:17:47,2025-08-04,微博,343,20,106
comment_001663,user_00396,这部奇幻片没什么特别，没什么印象。,2025-08-04 20:50:38,2025-08-04,今日头条,439,198,142
comment_005407,user_00421,会员服务很满意，五星好评！,2025-08-04 22:35:26,2025-08-04,百度贴吧,597,285,116
comment_000412,user_00274,退休了了，没什么特别的感觉。,2025-08-04 23:39:06,2025-08-04,美拍,227,113,60
comment_004347,user_00371,这个小游戏平平，玩了但没上瘾。,2025-08-05 02:34:36,2025-08-05,微信,481,162,131
comment_005969,user_00522,今天做了运动，很喜欢。,2025-08-05 02:45:08,2025-08-05,西瓜视频,246,1,82
comment_005487,user_00060,这个小程序很出色，体验很好。,2025-08-05 02:54:42,2025-08-05,映客,318,131,41
comment_004983,user_00170,找到了工作寻常，可有可无。,2025-08-05 03:36:17,2025-08-05,秒拍,349,72,106
comment_002787,user_00131,安装服务很精彩，五星好评！,2025-08-05 03:59:20,2025-08-05,百度贴吧,609,36,104
comment_002362,user_00835,新的耳机很完美，性价比很高。,2025-08-05 04:21:57,2025-08-05,B站,393,17,50
comment_002726,user_00807,这个销售组很讨厌，表现很差！,2025-08-05 04:27:10,2025-08-05,秒拍,54,12,18
comment_001148,user_00273,外卖服务很糟糕，一星差评！,2025-08-05 05:53:26,2025-08-05,火山小视频,61,23,19
comment_005939,user_00065,这个酒店很烦人，下次不会来了。,2025-08-05 08:28:36,2025-08-05,火山小视频,66,15,1
comment_004521,user_00815,这个高尔夫球场很满意，下次还要来。,2025-08-05 09:49:36,2025-08-05,芒果TV,397,45,91
comment_004571,user_00460,这部古装剧很好，看得很开心。,2025-08-05 10:01:42,2025-08-05,映客,415,137,124
comment_004815,user_00946,这个工程师太很完美了，支持！,2025-08-05 10:07:54,2025-08-05,爱奇艺,458,125,90
comment_001085,user_00730,这本随笔一般，可读可不读。,2025-08-05 10:29:57,2025-08-05,腾讯视频,34,7,8
comment_003997,user_00033,今天看了展览，很精彩。,2025-08-05 10:56:42,2025-08-05,芒果TV,574,226,14
comment_005214,user_00431,升职了很出色，很有意义。,2025-08-05 11:33:46,2025-08-05,优酷,918,92,41
comment_003225,user_00708,这个这个理念很开心，很有创意。,2025-08-05 14:44:41,2025-08-05,豆瓣,179,16,29
comment_000030,user_00735,今天天气太棒了，适合吃了火锅。,2025-08-05 15:13:55,2025-08-05,今日头条,363,121,106
comment_004013,user_00384,这个外观很烂，没解决我的问题。,2025-08-05 17:26:04,2025-08-05,豆瓣,46,12,0
comment_002144,user_00555,这个公园很讨厌，下次不会来了。,2025-08-05 18:44:58,2025-08-05,B站,9,4,0
comment_001254,user_00873,这个工程师太很烂了，很失望。,2025-08-05 18:57:13,2025-08-05,抖音,57,17,11
comment_000311,user_00631,这个产品真的很棒，很棒！,2025-08-05 19:47:47,2025-08-05,知乎,94,21,16
comment_000803,user_00744,生了宝宝很开心，很有意义。,2025-08-05 19:55:59,2025-08-05,美拍,139,7,1
comment_003211,user_00252,这部奇幻片很讨厌，看得很无聊。,2025-08-05 20:42:10,2025-08-05,B站,98,21,17
comment_004552,user_00957,宝宝礼物很优秀，收到很开心。,2025-08-06 01:02:30,2025-08-06,美拍,227,86,29
comment_004985,user_00444,这个导航软件没什么特别，能用但有缺陷。,2025-08-06 02:33:36,2025-08-06,知乎,348,41,57
comment_004729,user_00652,会员服务很糟，一星差评！,2025-08-06 04:02:56,2025-08-06,豆瓣,99,12,32
comment_003858,user_00213,今天的日料很给力，推荐大家尝试。,2025-08-06 04:34:19,2025-08-06,豆瓣,393,14,12
comment_003092,user_00545,这个工程师的表现普通，一般般。,2025-08-06 08:12:34,2025-08-06,微博,154,42,23
comment_002806,user_00314,这个多人游戏很优秀，玩得很尽兴。,2025-08-06 10:11:51,2025-08-06,映客,44,4,8
comment_002710,user_00856,这个单曲一般化，听过就忘了。,2025-08-06 16:53:15,2025-08-06,芒果TV,12,1,2
comment_001038,user_00046,这个咖啡馆太棒了，下次还要来。,2025-08-06 17:10:14,2025-08-06,腾讯视频,497,54,33
comment_002449,user_00282,今天天气一般，不影响计划。,2025-08-06 18:01:29,2025-08-06,火山小视频,123,8,32
comment_003940,user_00858,这个演员的表现没什么特别，一般般。,2025-08-06 19:32:39,2025-08-06,抖音,263,84,78
comment_000471,user_00450,这本经济书很烦人，不值得读。,2025-08-06 19:48:26,2025-08-06,快手,22,8,2
comment_004619,user_00423,这部文艺片很赞，看得很开心。,2025-08-06 21:39:46,2025-08-06,微博,496,59,145
comment_005225,user_00899,这位老师太很给力了，支持！,2025-08-06 23:31:36,2025-08-06,今日头条,195,33,47
comment_000376,user_00026,终于收到快递了，结果很糟糕！,2025-08-06 23:32:29,2025-08-06,西瓜视频,94,20,28
comment_001513,user_00559,今天的烧烤很糟，不推荐。,2025-08-06 23:37:17,2025-08-06,美拍,88,25,1
comment_001279,user_00811,这个产品真的很差，很糟糕！,2025-08-07 03:02:24,2025-08-07,芒果TV,62,6,13
comment_000716,user_00630,这位朋友的表现一般，一般般。,2025-08-07 04:09:16,2025-08-07,百度贴吧,424,43,57
comment_003696,user_00318,今天天气太棒了，适合看了比赛。,2025-08-07 10:41:00,2025-08-07,芒果TV,602,259,30
comment_003797,user_00625,支付服务很讨厌，一星差评！,2025-08-07 11:02:49,2025-08-07,火山小视频,48,5,12
comment_002610,user_00364,小米的服务很差，太差劲了。,2025-08-07 11:12:02,2025-08-07,美拍,51,6,17
comment_000475,user_00737,毕业了很棒，很有意义。,2025-08-07 13:21:25,2025-08-07,快手,652,172,51
comment_004093,user_00910,今天的中餐很讨厌，不推荐。,2025-08-07 14:35:11,2025-08-07,豆瓣,64,4,20
comment_004056,user_00347,礼券平淡，收了但没惊喜。,2025-08-07 14:41:55,2025-08-07,西瓜视频,415,146,0
comment_001102,user_00084,这位朋友太太差劲了了，很失望。,2025-08-07 17:08:25,2025-08-07,芒果TV,46,20,4
comment_003574,user_00788,腾讯的服务太棒了，很满意。,2025-08-07 18:06:10,2025-08-07,小咖秀,514,194,64
comment_000215,user_00379,麦当劳的服务很惊艳，很满意。,2025-08-07 20:01:28,2025-08-07,映客,25,4,3
comment_004289,user_00476,今天天气很给力，适合玩了游戏。,2025-08-07 21:57:04,2025-08-07,优酷,728,326,219
comment_005814,user_00644,这个这个建议寻常，没什么感觉。,2025-08-07 22:49:13,2025-08-07,美拍,340,40,103
comment_000315,user_00795,这个警报一般化，没什么特别的。,2025-08-07 22:51:30,2025-08-07,豆瓣,482,167,33
comment_001991,user_00976,新的电脑普通，能用但不算好。,2025-08-07 23:23:53,2025-08-07,快手,110,34,24
comment_004041,user_00686,美团的服务很糟糕，太差劲了。,2025-08-08 01:52:44,2025-08-08,美拍,95,1,22
comment_004024,user_00540,今天去了图书馆，一切正常。,2025-08-08 04:06:12,2025-08-08,小红书,12,3,2
comment_004898,user_00470,这个操作很好，解决了我的问题。,2025-08-08 04:30:51,2025-08-08,今日头条,543,251,104
comment_004380,user_00435,终于升职了了，结果很糟糕！,2025-08-08 05:35:23,2025-08-08,芒果TV,28,12,4
comment_004141,user_00265,这本教育书很糟糕，不值得读。,2025-08-08 05:37:15,2025-08-08,腾讯视频,0,0,0
comment_005595,user_00008,支付服务很满意，五星好评！,2025-08-08 09:04:15,2025-08-08,小红书,763,348,41
comment_004318,user_00585,这个海滩很出色，下次还要来。,2025-08-08 10:28:57,2025-08-08,秒拍,973,227,12
comment_003561,user_00535,新的空调很赞，性价比很高。,2025-08-08 10:54:31,2025-08-08,映客,479,41,122
comment_005485,user_00372,今天做了瑜伽，很失望，很失望。,2025-08-08 13:04:53,2025-08-08,小红书,51,24,14
comment_003828,user_00457,这位歌手很喜欢，单曲循环了。,2025-08-08 14:02:31,2025-08-08,微博,845,309,168
comment_000924,user_00170,这个机构很差，表现很差！,2025-08-08 17:49:00,2025-08-08,腾讯视频,67,17,9
comment_001031,user_00362,今天的咖啡很喜欢，推荐大家尝试。,2025-08-08 19:07:31,2025-08-08,爱奇艺,942,114,49
comment_001868,user_00477,今天读了书，一切正常。,2025-08-09 01:56:38,2025-08-09,快手,311,105,33
comment_005791,user_00287,这个外观很出色，解决了我的问题。,2025-08-09 02:19:50,2025-08-09,百度贴吧,204,24,33
comment_002073,user_00401,这个设计软件很优秀，体验很好。,2025-08-09 02:44:30,2025-08-09,小红书,412,197,27
comment_005985,user_00892,今天天气很无聊，影响了计划。,2025-08-09 08:02:14,2025-08-09,腾讯视频,96,6,26
comment_004746,user_00351,今天天气很出色，适合去了旅行。,2025-08-09 10:01:05,2025-08-09,抖音,974,382,235
comment_003577,user_00164,这本散文一般般，可读可不读。,2025-08-09 10:37:42,2025-08-09,西瓜视频,141,8,27
comment_003184,user_00918,这个博物馆很烦人，下次不会来了。,2025-08-09 10:41:28,2025-08-09,爱奇艺,81,6,8
comment_003992,user_00955,这部爱情片很开心，看得很开心。,2025-08-09 13:26:36,2025-08-09,腾讯视频,197,12,46
comment_005687,user_00491,这个公司很好，表现出色！,2025-08-09 16:38:58,2025-08-09,B站,636,207,4
comment_004929,user_00134,这本艺术书普通，可读可不读。,2025-08-09 17:02:42,2025-08-09,B站,390,157,120
comment_002627,user_00019,这个冒险游戏普通，玩了但没上瘾。,2025-08-09 18:55:32,2025-08-09,B站,125,59,24
comment_004683,user_00265,这个包装平平，可用但不常用。,2025-08-09 20:56:06,2025-08-09,火山小视频,174,56,12
comment_001256,user_00426,这个组合一般般，表现平平。,2025-08-09 21:54:12,2025-08-09,微信,14,4,1
comment_000196,user_00029,培训服务一般，基本满足需求。,2025-08-09 23:17:48,2025-08-09,百度贴吧,64,19,17
comment_002668,user_00770,这部音乐片一般般，没什么印象。,2025-08-09 23:41:01,2025-08-09,爱奇艺,197,2,57
comment_005999,user_00632,这个网页游戏很给力，玩得很尽兴。,2025-08-09 23:54:49,2025-08-09,美拍,278,108,24
comment_003637,user_00381,新的空调很喜欢，性价比很高。,2025-08-10 00:29:25,2025-08-10,微博,792,176,192
comment_001635,user_00916,这个医生太很满意了，支持！,2025-08-10 01:12:30,2025-08-10,抖音,939,1,178
comment_000047,user_00711,这个这个想法寻常，没什么感觉。,2025-08-10 02:17:01,2025-08-10,映客,307,49,23
comment_004360,user_00099,这部音乐片很棒，看得很开心。,2025-08-10 07:01:21,2025-08-10,优酷,140,66,29
comment_005574,user_00319,这个医生的表现一般化，一般般。,2025-08-10 07:52:17,2025-08-10,火山小视频,66,31,11
comment_003859,user_00679,这个设计软件很糟糕，体验很差。,2025-08-10 08:58:13,2025-08-10,豆瓣,6,2,1
comment_001569,user_00871,这个健身房很糟糕，下次不会来了。,2025-08-10 09:41:09,2025-08-10,百度贴吧,57,13,18
comment_003389,user_00022,今天的火锅很给力，推荐大家尝试。,2025-08-10 10:12:00,2025-08-10,爱奇艺,548,144,65
comment_000837,user_00264,开发服务中规中矩，基本满足需求。,2025-08-10 10:46:58,2025-08-10,映客,399,188,48
comment_002271,user_00340,完成了项目一般化，可有可无。,2025-08-10 12:28:22,2025-08-10,快手,144,10,20
comment_002139,user_00151,这首歌很糟心，听了一遍就不想再听。,2025-08-10 14:01:36,2025-08-10,抖音,55,20,6
comment_004105,user_00262,这个音乐节很喜欢，单曲循环了。,2025-08-10 15:59:09,2025-08-10,芒果TV,449,34,97
comment_001086,user_00667,新的投影仪很讨厌，性价比很低。,2025-08-10 16:19:46,2025-08-10,优酷,83,19,24
comment_002914,user_00755,今天天气很精彩，适合逛了超市。,2025-08-10 17:05:52,2025-08-10,爱奇艺,527,32,92
comment_002768,user_00868,终于找到了工作了，结果很糟！,2025-08-10 18:21:45,2025-08-10,微信,2,1,0
comment_000201,user_00480,这部电视剧很糟糕，看得很无聊。,2025-08-10 18:26:18,2025-08-10,百度贴吧,46,22,10
comment_003721,user_00865,今天的麻辣烫很赞，推荐大家尝试。,2025-08-10 19:08:28,2025-08-10,小咖秀,833,239,51
comment_003062,user_00358,这个城市太棒了，下次还要来。,2025-08-10 21:20:14,2025-08-10,小红书,982,41,226
comment_004102,user_00769,这个剧组没什么特别，表现平平。,2025-08-11 00:52:17,2025-08-11,小咖秀,293,89,57
comment_001188,user_00451,这位艺术家太很满意了，支持！,2025-08-11 02:10:10,2025-08-11,映客,976,330,270
comment_002483,user_00275,这个新歌很不爽，听了一遍就不想再听。,2025-08-11 06:23:33,2025-08-11,芒果TV,92,16,2
comment_001243,user_00137,这个游戏软件很糟糕，体验很差。,2025-08-11 07:55:19,2025-08-11,抖音,84,23,18
comment_002090,user_00304,今天的小龙虾很糟糕，不推荐。,2025-08-11 07:58:44,2025-08-11,百度贴吧,45,10,8
comment_002813,user_00863,华为的服务很开心，很满意。,2025-08-11 08:07:54,2025-08-11,抖音,377,159,16
comment_005053,user_00177,今天做了运动，太差劲了，很失望。,2025-08-11 09:29:42,2025-08-11,豆瓣,18,5,6
comment_003863,user_00510,今天的烧烤太棒了，推荐大家尝试。,2025-08-11 09:53:14,2025-08-11,微信,333,162,24
comment_000273,user_00709,这个游戏软件很出色，体验很好。,2025-08-11 10:21:05,2025-08-11,芒果TV,496,139,135
comment_002162,user_00652,这个产品真的很差，很生气！,2025-08-11 17:15:07,2025-08-11,美拍,94,10,9
comment_001846,user_00499,今天的快餐寻常，没什么亮点。,2025-08-11 20:09:38,2025-08-11,小咖秀,209,86,61
comment_004085,user_00224,这个网红的表现寻常，一般般。,2025-08-11 21:34:05,2025-08-11,豆瓣,41,13,4
comment_000410,user_00715,这个这个概念很惊艳，很有创意。,2025-08-11 23:14:53,2025-08-11,秒拍,156,48,24
comment_002367,user_00341,毕业礼物很糟，收到很不开心。,2025-08-11 23:15:06,2025-08-11,爱奇艺,28,0,5
comment_000838,user_00036,苹果的服务很满意，很满意。,2025-08-11 23:21:55,2025-08-11,腾讯视频,368,167,45
comment_002505,user_00985,这部小说很生气，不值得读。,2025-08-11 23:38:03,2025-08-11,小红书,26,1,2
comment_002892,user_00220,今天去了图书馆，一切正常。,2025-08-12 00:01:22,2025-08-12,百度贴吧,169,5,21
comment_001941,user_00815,这个外观中规中矩，可用但不常用。,2025-08-12 00:11:16,2025-08-12,百度贴吧,334,150,40
comment_002434,user_00485,新的充电宝没什么特别，能用但不算好。,2025-08-12 03:13:37,2025-08-12,今日头条,63,25,21
comment_000637,user_00933,这个单曲很生气，听了一遍就不想再听。,2025-08-12 03:38:27,2025-08-12,美拍,64,22,8
comment_002547,user_00667,这个产品真的很差，很讨厌！,2025-08-12 05:12:11,2025-08-12,腾讯视频,7,2,0
comment_000159,user_00499,这个队伍很完美，表现出色！,2025-08-12 05:16:53,2025-08-12,今日头条,595,136,49
comment_000321,user_00528,终于完成了项目了，很满意！,2025-08-12 06:18:20,2025-08-12,小红书,718,222,125
comment_003502,user_00609,这个产品真的很棒，很出色！,2025-08-12 07:29:29,2025-08-12,百度贴吧,315,104,101
comment_003554,user_00648,赠品很出色，收到很开心。,2025-08-12 08:23:19,2025-08-12,秒拍,241,15,54
comment_003246,user_00550,这个冒险游戏普通，玩了但没上瘾。,2025-08-12 09:14:56,2025-08-12,芒果TV,420,115,69
comment_004848,user_00120,海底捞的服务一般般，中规中矩。,2025-08-12 10:36:07,2025-08-12,芒果TV,138,26,18
comment_003706,user_00301,这部家庭片平平，没什么印象。,2025-08-12 11:36:26,2025-08-12,百度贴吧,300,122,20
comment_000113,user_00825,今天天气很满意，适合玩了桌游。,2025-08-12 11:45:01,2025-08-12,美拍,895,348,169
comment_003673,user_00776,美团的服务很满意，很满意。,2025-08-12 14:57:55,2025-08-12,西瓜视频,751,228,14
comment_001198,user_00574,设计服务很精彩，五星好评！,2025-08-12 20:00:19,2025-08-12,芒果TV,609,197,188
comment_001831,user_00703,快递服务很糟心，一星差评！,2025-08-12 21:34:40,2025-08-12,百度贴吧,44,4,1
comment_005796,user_00623,终于通过了考试了，结果很生气！,2025-08-12 23:14:04,2025-08-12,快手,52,0,15
comment_002491,user_00651,这个这个思路中规中矩，没什么感觉。,2025-08-13 01:26:57,2025-08-13,腾讯视频,303,69,15
comment_002068,user_00385,这个产品真的很棒，很出色！,2025-08-13 01:39:59,2025-08-13,快手,936,375,21
comment_003684,user_00640,今天天气很完美，适合去了图书馆。,2025-08-13 02:04:18,2025-08-13,美拍,767,250,91
comment_003002,user_00482,礼品平平，收了但没惊喜。,2025-08-13 02:12:40,2025-08-13,B站,234,19,61
comment_001787,user_00381,苹果的服务很好，很满意。,2025-08-13 02:43:48,2025-08-13,微信,141,11,29
comment_000101,user_00377,美团的服务普通，中规中矩。,2025-08-13 03:33:15,2025-08-13,小咖秀,175,27,36
comment_001363,user_00017,谷歌的服务一般化，中规中矩。,2025-08-13 04:56:53,2025-08-13,美拍,78,1,12
comment_005912,user_00199,这部动作片很惊艳，看得很开心。,2025-08-13 05:35:25,2025-08-13,微博,390,65,73
comment_003988,user_00680,这个音乐厅太棒了，下次还要来。,2025-08-13 05:53:55,2025-08-13,微信,50,23,0
comment_002670,user_00548,礼包很好，收到很开心。,2025-08-13 07:04:07,2025-08-13,爱奇艺,132,37,40
comment_004648,user_00041,支付服务太棒了，五星好评！,2025-08-13 09:57:51,2025-08-13,百度贴吧,159,25,47
comment_001701,user_00515,今天的西餐很精彩，推荐大家尝试。,2025-08-13 11:41:13,2025-08-13,腾讯视频,590,207,108
comment_004802,user_00277,终于开始了新工作了，很精彩！,2025-08-13 13:08:10,2025-08-13,美拍,558,233,159
comment_001300,user_00753,这个竞技游戏很惊艳，玩得很尽兴。,2025-08-13 14:14:48,2025-08-13,豆瓣,376,159,77
comment_000645,user_00492,这个这个理论很精彩，很有创意。,2025-08-13 15:10:13,2025-08-13,微信,777,253,181
comment_005180,user_00199,今天的火锅很喜欢，推荐大家尝试。,2025-08-13 16:16:55,2025-08-13,百度贴吧,877,370,144
comment_005585,user_00474,这个医生太很差了，很失望。,2025-08-13 20:36:33,2025-08-13,快手,6,1,2
comment_000967,user_00324,这个娱乐软件很讨厌，体验很差。,2025-08-13 21:04:35,2025-08-13,爱奇艺,92,13,23
comment_002286,user_00644,这个摇滚歌很精彩，单曲循环了。,2025-08-13 21:09:47,2025-08-13,西瓜视频,176,0,3
comment_003155,user_00534,必胜客的服务很失望，太差劲了。,2025-08-14 01:11:35,2025-08-14,芒果TV,39,4,10
